primary,descriptor2,descriptor3,노트,색상/이미지,계절,온도/습도,날씨,시간대,장소/상황,감정/분위기,normalized_tags,계열,예시_향수,hex_palette_from_colors
Balsamic,Amber,Floral,Balsamic,"호박색, 갈색, 황갈색, 앰버 (+앰버골드)","가을, 겨울, 가을/겨울",따뜻한/수지향,수지/따뜻,"저녁, 밤, 저녁/밤","벽난로 옆, 도서관, 라운지, 사원/숲","안정감, sophisticated, 따뜻함, 깊이/안온","balsamic, amber, floral",Woody,"Diptyque Tam Dao, Hermès Terre d’Hermès, Le Labo Santal 33","#FFC107, #795548, #D2B48C"
Balsamic,Amber,Floral,Balsamic,"호박색, 갈색, 황갈색, 앰버 (+앰버골드)","가을, 겨울, 가을/겨울",따뜻한/수지향,수지/따뜻,"저녁, 밤, 저녁/밤","벽난로 옆, 도서관, 라운지, 사원/숲","안정감, sophisticated, 따뜻함, 깊이/안온","balsamic, amber, floral",Woody,"Diptyque Tam Dao, Hermès Terre d’Hermès, Le Labo Santal 33","#FFC107, #795548, #D2B48C"
Balsamic,Amber,Leathery,Balsamic,"호박색, 갈색, 황갈색, 앰버 (+앰버골드)","가을, 겨울, 가을/겨울",따뜻한/수지향,수지/따뜻,"저녁, 밤, 저녁/밤","벽난로 옆, 도서관, 라운지, 사원/숲","안정감, sophisticated, 따뜻함, 깊이/안온","balsamic, amber, leathery",Woody,"Diptyque Tam Dao, Hermès Terre d’Hermès, Le Labo Santal 33","#FFC107, #795548, #D2B48C"
Balsamic,Amber,Floral,Balsamic,"호박색, 갈색, 황갈색, 앰버 (+앰버골드)","가을, 겨울, 가을/겨울",따뜻한/수지향,수지/따뜻,"저녁, 밤, 저녁/밤","벽난로 옆, 도서관, 라운지, 사원/숲","안정감, sophisticated, 따뜻함, 깊이/안온","balsamic, amber, floral",Woody,"Diptyque Tam Dao, Hermès Terre d’Hermès, Le Labo Santal 33","#FFC107, #795548, #D2B48C"
Balsamic,Amber,Floral,Balsamic,"호박색, 갈색, 황갈색, 앰버 (+앰버골드)","가을, 겨울, 가을/겨울",따뜻한/수지향,수지/따뜻,"저녁, 밤, 저녁/밤","벽난로 옆, 도서관, 라운지, 사원/숲","안정감, sophisticated, 따뜻함, 깊이/안온","balsamic, amber, floral",Woody,"Diptyque Tam Dao, Hermès Terre d’Hermès, Le Labo Santal 33","#FFC107, #795548, #D2B48C"
Balsamic,Amber,Floral,Balsamic,"호박색, 갈색, 황갈색, 앰버 (+앰버골드)","가을, 겨울, 가을/겨울",따뜻한/수지향,수지/따뜻,"저녁, 밤, 저녁/밤","벽난로 옆, 도서관, 라운지, 사원/숲","안정감, sophisticated, 따뜻함, 깊이/안온","balsamic, amber, floral",Woody,"Diptyque Tam Dao, Hermès Terre d’Hermès, Le Labo Santal 33","#FFC107, #795548, #D2B48C"
Balsamic,Amber,Floral,Balsamic,"호박색, 갈색, 황갈색, 앰버 (+앰버골드)","가을, 겨울, 가을/겨울",따뜻한/수지향,수지/따뜻,"저녁, 밤, 저녁/밤","벽난로 옆, 도서관, 라운지, 사원/숲","안정감, sophisticated, 따뜻함, 깊이/안온","balsamic, amber, floral",Woody,"Diptyque Tam Dao, Hermès Terre d’Hermès, Le Labo Santal 33","#FFC107, #795548, #D2B48C"
Balsamic,Amber,Floral,Balsamic,"호박색, 갈색, 황갈색, 앰버 (+앰버골드)","가을, 겨울, 가을/겨울",따뜻한/수지향,수지/따뜻,"저녁, 밤, 저녁/밤","벽난로 옆, 도서관, 라운지, 사원/숲","안정감, sophisticated, 따뜻함, 깊이/안온","balsamic, amber, floral",Woody,"Diptyque Tam Dao, Hermès Terre d’Hermès, Le Labo Santal 33","#FFC107, #795548, #D2B48C"
Balsamic,Vanilla,Spicy,Balsamic,"호박색, 갈색, 황갈색, 앰버 (+크림아이보리)","가을, 겨울, 가을/겨울",따뜻한/수지향,수지/따뜻,"저녁, 밤, 저녁/밤","벽난로 옆, 도서관, 라운지, 사원/숲","안정감, sophisticated, 따뜻함, 깊이/안온","balsamic, vanilla, spicy",Woody,"Diptyque Tam Dao, Hermès Terre d’Hermès, Le Labo Santal 33","#FFC107, #795548, #D2B48C"
Floral,Green,Spicy,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, green, spicy",,,
Green,Plastic,Floral,Green,"leafy green, 그린","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","정원, 초원, 공원, 공원/정원","깨끗함, crisp, 자연스러움, 청량/맑음","green, plastic, floral",Green,"Balmain Vent Vert, Chanel No.19, Diptyque Eau de Lierre",
Woody,Cedarwood,Balsamic,Woody,브라운 (+시더브라운),가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, cedarwood, balsamic",,,
Gourmand,Rum,Grape,Gourmand,베이지/크림,가을/겨울,따뜻한/달달,카페/실내,오후/밤,카페/디저트,편안/달달,"gourmand, rum, grape",,,
Fruity,Blackcurrant,Sweet,Fruity,오렌지/레드,봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, blackcurrant, sweet",,,
Aromatic,Fruity,Herbal,Aromatic,"vivid green, 그린/블루","봄, 여름, 봄/여름",상쾌/허브,맑음,낮,"balcony, kitchen 정원, 허브가든","fresh, lively, 허벌/밸런스","aromatic, fruity, herbal",Green/Herbal,,
Aromatic,Fruity,Herbal,Aromatic,"vivid green, 그린/블루","봄, 여름, 봄/여름",상쾌/허브,맑음,낮,"balcony, kitchen 정원, 허브가든","fresh, lively, 허벌/밸런스","aromatic, fruity, herbal",Green/Herbal,,
Fruity,Sweet,Floral,Fruity,오렌지/레드,봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, sweet, floral",,,
Green,Oily,Cucumber,Green,"leafy green, 그린 (+라이트그린)","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","정원, 초원, 공원, 공원/정원","깨끗함, crisp, 자연스러움, 청량/맑음","green, oily, cucumber",Green,"Balmain Vent Vert, Chanel No.19, Diptyque Eau de Lierre",
Fruity,Sweet,Apple,Fruity,오렌지/레드 (+애플그린/레드),봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, sweet, apple",,,
Fruity,Grapefruit,Sulfurous,Fruity,오렌지/레드 (+코랄핑크),봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, grapefruit, sulfurous",,,
Floral,Green,Hyacinth,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, green, hyacinth",,,
Musk like,Sweet,Powdery,Musk like,"검정, dark 갈색, 아이보리","가을, 겨울, 사계절/가을",포근/부드러움,포근/은은,"저녁, 밤, 종일/저녁","갤러리, 사무실, whisky 바, 홈/데일리","대담함, 강렬함, 관능적임, 스킨/포근","musk like, sweet, powdery",Leather/Animalic,"Acqua di Parma Leather, Memo Irish Leather, Tom Ford Tuscan Leather",#000000
Herbal,Green,Watery,Herbal,"vivid green, 그린","봄, 여름, 봄/여름",상쾌/허브,초록/햇살,낮,"balcony, kitchen 정원, 피크닉","fresh, lively, 프레시/그린","herbal, green, watery",Green/Herbal,,
Musk like,Fruity,Pear,Musk like,"검정, dark 갈색, 아이보리","가을, 겨울, 사계절/가을",포근/부드러움,포근/은은,"저녁, 밤, 종일/저녁","갤러리, 사무실, whisky 바, 홈/데일리","대담함, 강렬함, 관능적임, 스킨/포근","musk like, fruity, pear",Leather/Animalic,"Acqua di Parma Leather, Memo Irish Leather, Tom Ford Tuscan Leather",#000000
Floral,Rose,Fruity,Floral,핑크/화이트 (+로즈핑크),봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, rose, fruity",,,
Fruity,Floral,Violet,Fruity,오렌지/레드 (+보라),봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, floral, violet",,,
Floral,Rose,Fruity,Floral,핑크/화이트 (+로즈핑크),봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, rose, fruity",,,
Green,Floral,Fruity,Green,"leafy green, 그린","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","정원, 초원, 공원, 공원/정원","깨끗함, crisp, 자연스러움, 청량/맑음","green, floral, fruity",Green,"Balmain Vent Vert, Chanel No.19, Diptyque Eau de Lierre",
Woody,Violet,Cedarwood,Woody,"브라운 (+보라, 시더브라운)",가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, violet, cedarwood",,,
Woody,Violet,Cedarwood,Woody,"브라운 (+보라, 시더브라운)",가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, violet, cedarwood",,,
Woody,Violet,Cedarwood,Woody,"브라운 (+보라, 시더브라운)",가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, violet, cedarwood",,,
Green,Fresh,Floral,Green,"leafy green, 그린","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","정원, 초원, 공원, 공원/정원","깨끗함, crisp, 자연스러움, 청량/맑음","green, fresh, floral",Green,"Balmain Vent Vert, Chanel No.19, Diptyque Eau de Lierre",
Food Like,Nutty,Roasted,Food Like,베이지,사계절,중성,주방/식감,오후,주방/브런치,일상/친근,"food like, nutty, roasted",,,
Musk like,Fruity,Pear,Musk like,"검정, dark 갈색, 아이보리","가을, 겨울, 사계절/가을",포근/부드러움,포근/은은,"저녁, 밤, 종일/저녁","갤러리, 사무실, whisky 바, 홈/데일리","대담함, 강렬함, 관능적임, 스킨/포근","musk like, fruity, pear",Leather/Animalic,"Acqua di Parma Leather, Memo Irish Leather, Tom Ford Tuscan Leather",#000000
Fruity,Floral,Herbal,Fruity,오렌지/레드,봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, floral, herbal",,,
Fruity,Coconut,Creamy,Fruity,오렌지/레드,봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, coconut, creamy",,,
Amber,Woody,Dry,Amber,"따뜻함 호박색, 앰버/골드","가을, 여름, 겨울, 가을/겨울",따뜻한/포근,포근/실내,"저녁, 밤, 저녁/밤","콘서트, 로맨틱함 저녁 식사, 라운지/바","고급스러움, 관능적임, 따뜻함, 포근/관능","amber, woody, dry",Woody/Amber,"Dior Sauvage, Molecule 02, Prada L'Homme Intense",
Powdery,Warm,Musk Like,Powdery,파스텔 (+아이보리),사계절/가을,포근/부드러움,잔잔/실내,종일/저녁,오피스/홈,부드러움/안정,"powdery, warm, musk like",,,
Citrus,Rhubarb,Green,Citrus,"연한 초록, 주황, 노랑, 라임/옐로우","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","brunch, outdoor, 테라스, 야외/산책","energetic, sparkling, 기분 좋음, 상쾌/활기","citrus, rhubarb, green",Fresh/Citrus,"Acqua di Parma Colonia, Chanel Chance Eau Fraîche, Dior Homme Cologne","#AED581, #FF9800, #FFEB3B"
Floral,Muguet,Clean,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, muguet, clean",,,
Gourmand,Caramel,Chocolate,Gourmand,"다크브라운), 베이지/크림 (+카라멜브라운",가을/겨울,따뜻한/달달,카페/실내,오후/밤,카페/디저트,편안/달달,"gourmand, caramel, chocolate",,,
Green,Ozonic,Melon,Green,"leafy green, 그린","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","정원, 초원, 공원, 공원/정원","깨끗함, crisp, 자연스러움, 청량/맑음","green, ozonic, melon",Green,"Balmain Vent Vert, Chanel No.19, Diptyque Eau de Lierre",
Fruity,Blackcurrant,Sulfurous,Fruity,오렌지/레드,봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, blackcurrant, sulfurous",,,
Floral,Rose,Citrus,Floral,핑크/화이트 (+로즈핑크),봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, rose, citrus",,,
Floral,Green,Spicy,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, green, spicy",,,
Minty,Green,Herbal,Minty,"허브 초록, 라벤더색, 민트","봄, 여름, 여름",차가운,선선/그늘,"낮, 저녁","herb 정원, 스파, 스포츠/아웃도어","깨끗함, 집중됨, relaxing, 쿨/리프레시","minty, green, herbal",Aromatic/Herbal,,"#4CAF50, #B57EDC"
Floral,Coriander,Citrus,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, coriander, citrus",,,
Woody,Mossy,Liquorice,Woody,브라운,가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, mossy, liquorice",,,
Aromatic,Thyme,Rosemary,Aromatic,"vivid green, 그린/블루 (+로즈핑크)","봄, 여름, 봄/여름",상쾌/허브,맑음,낮,"balcony, kitchen 정원, 허브가든","fresh, lively, 허벌/밸런스","aromatic, thyme, rosemary",Green/Herbal,,
Green,Floral,Herbal,Green,"leafy green, 그린","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","정원, 초원, 공원, 공원/정원","깨끗함, crisp, 자연스러움, 청량/맑음","green, floral, herbal",Green,"Balmain Vent Vert, Chanel No.19, Diptyque Eau de Lierre",
Green,Seaweed,Grassy,Green,"leafy green, 그린","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","정원, 초원, 공원, 공원/정원","깨끗함, crisp, 자연스러움, 청량/맑음","green, seaweed, grassy",Green,"Balmain Vent Vert, Chanel No.19, Diptyque Eau de Lierre",
Citrus,Lemon,Fresh,Citrus,"연한 초록, 주황, 노랑, 라임/옐로우 (+리몬옐로우)","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","brunch, outdoor, 테라스, 야외/산책","energetic, sparkling, 기분 좋음, 상쾌/활기","citrus, lemon, fresh",Fresh/Citrus,"Acqua di Parma Colonia, Chanel Chance Eau Fraîche, Dior Homme Cologne","#AED581, #FF9800, #FFEB3B"
Woody,Vetiver,Amber,Woody,브라운 (+앰버골드),가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, vetiver, amber",,,
Spicy,Ginger,Carnation,Spicy,번트오렌지,가을/겨울,따뜻한,따뜻/실내,저녁,바/레스토랑,따뜻/에너지,"spicy, ginger, carnation",,,
Citrus,Grapefruit,Rhubarb,Citrus,"연한 초록, 주황, 노랑, 라임/옐로우 (+코랄핑크)","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","brunch, outdoor, 테라스, 야외/산책","energetic, sparkling, 기분 좋음, 상쾌/활기","citrus, grapefruit, rhubarb",Fresh/Citrus,"Acqua di Parma Colonia, Chanel Chance Eau Fraîche, Dior Homme Cologne","#AED581, #FF9800, #FFEB3B"
Floral,Magnolia,Fruity,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, magnolia, fruity",,,
Spicy,Warm,Dry,Spicy,번트오렌지,가을/겨울,따뜻한,따뜻/실내,저녁,바/레스토랑,따뜻/에너지,"spicy, warm, dry",,,
Woody,Animal Like,Amber,Woody,브라운 (+앰버골드),가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, animal like, amber",,,
Earthy,Mushroom,Musty,Earthy,카키,가을,건조/따뜻한,비온뒤/흙,저녁,산책로/숲,내추럴/안정,"earthy, mushroom, musty",,,
Earthy,Mushroom,Musty,Earthy,카키,가을,건조/따뜻한,비온뒤/흙,저녁,산책로/숲,내추럴/안정,"earthy, mushroom, musty",,,
Food Like,Coffee,Nutty,Food Like,베이지,사계절,중성,주방/식감,오후,주방/브런치,일상/친근,"food like, coffee, nutty",,,
Woody,Patchouli,Dry,Woody,브라운 (+다크그린/브라운),가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, patchouli, dry",,,
Woody,Mossy,Earthy,Woody,브라운,가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, mossy, earthy",,,
Fruity,Sweet,Apple,Fruity,오렌지/레드 (+애플그린/레드),봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, sweet, apple",,,
Herbal,Thyme,Camphoraceous,Herbal,"vivid green, 그린","봄, 여름, 봄/여름",상쾌/허브,초록/햇살,낮,"balcony, kitchen 정원, 피크닉","fresh, lively, 프레시/그린","herbal, thyme, camphoraceous",Green/Herbal,,
Floral,Warm,Neroli,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, warm, neroli",,,
Citrus,Lemon,Fruity,Citrus,"연한 초록, 주황, 노랑, 라임/옐로우 (+리몬옐로우)","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","brunch, outdoor, 테라스, 야외/산책","energetic, sparkling, 기분 좋음, 상쾌/활기","citrus, lemon, fruity",Fresh/Citrus,"Acqua di Parma Colonia, Chanel Chance Eau Fraîche, Dior Homme Cologne","#AED581, #FF9800, #FFEB3B"
Woody,Balsamic,Pine,Woody,브라운,가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, balsamic, pine",,,
Woody,Green,Herbal,Woody,브라운,가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, green, herbal",,,
Herbal,Thyme,Camphoraceous,Herbal,"vivid green, 그린","봄, 여름, 봄/여름",상쾌/허브,초록/햇살,낮,"balcony, kitchen 정원, 피크닉","fresh, lively, 프레시/그린","herbal, thyme, camphoraceous",Green/Herbal,,
Herbal,Thyme,Camphoraceous,Herbal,"vivid green, 그린","봄, 여름, 봄/여름",상쾌/허브,초록/햇살,낮,"balcony, kitchen 정원, 피크닉","fresh, lively, 프레시/그린","herbal, thyme, camphoraceous",Green/Herbal,,
Floral,Green,Muguet,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, green, muguet",,,
Fruity,Grape,Cassis,Fruity,오렌지/레드,봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, grape, cassis",,,
Herbal,Fresh,Citrus,Herbal,"vivid green, 그린","봄, 여름, 봄/여름",상쾌/허브,초록/햇살,낮,"balcony, kitchen 정원, 피크닉","fresh, lively, 프레시/그린","herbal, fresh, citrus",Green/Herbal,,
Herbal,Fresh,Citrus,Herbal,"vivid green, 그린","봄, 여름, 봄/여름",상쾌/허브,초록/햇살,낮,"balcony, kitchen 정원, 피크닉","fresh, lively, 프레시/그린","herbal, fresh, citrus",Green/Herbal,,
Fruity,Tropical-Fruit,Grapefruit,Fruity,오렌지/레드 (+코랄핑크),봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, tropical-fruit, grapefruit",,,
Green,Coriander,Aldehydic,Green,"leafy green, 그린","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","정원, 초원, 공원, 공원/정원","깨끗함, crisp, 자연스러움, 청량/맑음","green, coriander, aldehydic",Green,"Balmain Vent Vert, Chanel No.19, Diptyque Eau de Lierre",
Aromatic,Woody,Camphoraceous,Aromatic,"vivid green, 그린/블루","봄, 여름, 봄/여름",상쾌/허브,맑음,낮,"balcony, kitchen 정원, 허브가든","fresh, lively, 허벌/밸런스","aromatic, woody, camphoraceous",Green/Herbal,,
Spicy,Herbal,Medicinal,Spicy,번트오렌지,가을/겨울,따뜻한,따뜻/실내,저녁,바/레스토랑,따뜻/에너지,"spicy, herbal, medicinal",,,
Herbal,Camphoraceous,Fruity,Herbal,"vivid green, 그린","봄, 여름, 봄/여름",상쾌/허브,초록/햇살,낮,"balcony, kitchen 정원, 피크닉","fresh, lively, 프레시/그린","herbal, camphoraceous, fruity",Green/Herbal,,
Floral,Fruity,Herbal,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, fruity, herbal",,,
Floral,Fruity,Rose,Floral,핑크/화이트 (+로즈핑크),봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, fruity, rose",,,
Green,Onion,Phenolic,Green,"leafy green, 그린","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","정원, 초원, 공원, 공원/정원","깨끗함, crisp, 자연스러움, 청량/맑음","green, onion, phenolic",Green,"Balmain Vent Vert, Chanel No.19, Diptyque Eau de Lierre",
Woody,Amber,Vetiver,Woody,브라운 (+앰버골드),가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, amber, vetiver",,,
Citrus,Green,Herbal,Citrus,"연한 초록, 주황, 노랑, 라임/옐로우","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","brunch, outdoor, 테라스, 야외/산책","energetic, sparkling, 기분 좋음, 상쾌/활기","citrus, green, herbal",Fresh/Citrus,"Acqua di Parma Colonia, Chanel Chance Eau Fraîche, Dior Homme Cologne","#AED581, #FF9800, #FFEB3B"
